as_of_date,gop_control_prob,expected_gop_seats,median_gop_seats,gop_seat_q05,gop_seat_q25,gop_seat_q75,gop_seat_q95,dem_control_prob,generic_ballot_margin_dem,national_mean_margin_dem,approval_adjustment_to_national_margin,approval_implied_generic_margin_dem,trump_net_approval,trump_approve_pct,trump_disapprove_pct,national_election_day_sd,days_to_election,districts_polled,districts_open,visible_national_poll_rows,is_observed_run,history_stage,filtered_generic_sd,filtered_national_sd,exact_date_rows_cumulative,inferred_date_rows_cumulative,poll_rows_today
2025-06-23,0.32133333333333336,209.596,209.0,179.0,197.0,221.25,243.04999999999995,0.6786666666666666,1.265490295062012,1.4708873737063444,0.20539707864433243,7.315000000000001,-20.900000000000006,38.8,59.7,4.009863021176274,498,0,81,25,False,observed_poll_filter,1.1248357040403139,1.1244116010593783,25,0,0
2025-06-24,0.32133333333333336,209.586,209.0,179.0,197.0,221.25,243.04999999999995,0.6786666666666666,1.265490295062012,1.475416095519847,0.20992580045783504,7.315000000000001,-20.900000000000006,38.8,59.7,4.009619857143257,497,0,81,25,False,observed_poll_filter,1.1376094941076522,1.1363324332243216,25,0,0
2025-06-25,0.312,209.15666666666667,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.627328711355779,0.18809199403604837,7.315000000000001,-20.900000000000006,38.8,59.7,3.9930563312970544,496,0,81,26,False,observed_poll_filter,1.0911115704861436,1.0897700972734987,26,0,1
2025-06-26,0.312,209.14066666666668,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.631745053161972,0.19250833584224125,7.315000000000001,-20.900000000000006,38.8,59.7,3.992825714783275,495,0,81,26,False,observed_poll_filter,1.1042755359278493,1.1021148708889514,26,0,0
2025-06-27,0.312,209.12866666666667,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.6361545419201389,0.1969178246004082,7.315000000000001,-20.900000000000006,38.8,59.7,3.9925898267499704,494,0,81,26,False,observed_poll_filter,1.117284412872899,1.1143040539580562,26,0,0
2025-06-28,0.312,209.11933333333334,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.6405571935692156,0.2013204762494849,7.315000000000001,-20.900000000000006,38.8,59.7,3.9923486784930926,493,0,81,26,False,observed_poll_filter,1.13014355692042,1.1263427412051539,26,0,0
2025-06-29,0.312,209.11,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.6449530239987469,0.2057163066790162,7.315000000000001,-20.900000000000006,38.8,59.7,3.9921022812525977,492,0,81,26,False,observed_poll_filter,1.1428580223495561,1.1382357506168002,26,0,0
2025-06-30,0.312,209.10133333333334,209.0,179.0,196.0,221.0,243.0,0.688,1.4392367173197307,1.6493420490490798,0.2101053317293491,7.315000000000001,-20.900000000000006,38.8,59.7,3.9918506462127255,491,0,81,26,False,observed_poll_filter,1.1554325853327567,1.1499876441375152,26,0,0
2025-07-01,0.31133333333333335,209.08933333333334,209.0,179.0,196.0,221.0,243.0,0.6886666666666666,1.4392367173197307,1.6537242845115525,0.21448756719182183,7.315000000000001,-20.900000000000006,38.8,59.7,3.9915937845022764,490,0,81,26,False,observed_poll_filter,1.1678717648991854,1.1616027464142822,26,0,0
2025-07-02,0.31466666666666665,209.31666666666666,209.0,179.0,197.0,221.0,243.0,0.6853333333333333,1.3773281772808048,1.568327119018379,0.19099894173757415,7.315000000000001,-20.900000000000006,38.8,59.7,3.9686482523498716,489,0,81,27,False,observed_poll_filter,1.0938518173001408,1.0934207565615763,27,0,1
2025-07-03,0.31466666666666665,209.30333333333334,209.0,179.0,197.0,221.0,243.0,0.6853333333333333,1.3773281772808048,1.5727885564676314,0.19546037918682657,7.315000000000001,-20.900000000000006,38.8,59.7,3.968415120396926,488,0,81,27,False,observed_poll_filter,1.1069831968963308,1.105720836285067,27,0,0
2025-07-04,0.314,209.28533333333334,209.0,179.0,197.0,221.0,243.0,0.686,1.3773281772808048,1.5772430720044355,0.19991489472363067,7.315000000000001,-20.900000000000006,38.8,59.7,3.968176686751307,487,0,81,27,False,observed_poll_filter,1.119960623509068,1.1178668155359919,27,0,0
2025-07-05,0.31333333333333335,209.27266666666668,209.0,179.0,196.75,221.0,243.0,0.6866666666666666,1.3773281772808048,1.5816906817253082,0.20436250444450343,7.315000000000001,-20.900000000000006,38.8,59.7,3.9679329627549755,486,0,81,27,False,observed_poll_filter,1.1327893882848745,1.129863707230866,27,0,0
2025-07-06,0.31333333333333335,209.25733333333332,209.0,179.0,196.75,221.0,243.0,0.6866666666666666,1.3773281772808048,1.5861314016768946,0.20880322439608978,7.315000000000001,-20.900000000000006,38.8,59.7,3.9676839596933844,485,0,81,27,False,observed_poll_filter,1.1454744860584283,1.1417162537198862,27,0,0
2025-07-07,0.31333333333333335,209.24933333333334,209.0,179.0,196.75,221.0,243.0,0.6866666666666666,1.3773281772808048,1.5905652478561636,0.2132370705753588,7.315000000000001,-20.900000000000006,38.8,59.7,3.9674296887957583,484,0,81,27,False,observed_poll_filter,1.1580206380763773,1.1534289468961685,27,0,0
2025-07-08,0.31266666666666665,209.24333333333334,209.0,179.0,196.75,221.0,243.0,0.6873333333333334,1.3773281772808048,1.5949922362105993,0.21766405892979446,7.315000000000001,-20.900000000000006,38.8,59.7,3.9671701612353725,483,0,81,27,False,observed_poll_filter,1.1704323125285034,1.165006046420485,27,0,0
2025-07-09,0.31266666666666665,209.22866666666667,209.0,179.0,196.75,221.0,243.0,0.6873333333333334,1.3773281772808048,1.5994123826383906,0.22208420535758577,7.315000000000001,-20.900000000000006,38.8,59.7,3.9669053881298293,482,0,81,27,False,observed_poll_filter,1.182713743139404,1.1764515962730777,27,0,0
2025-07-10,0.31266666666666665,209.21,209.0,179.0,196.75,221.0,243.0,0.6873333333333334,1.3773281772808048,1.6038257029886251,0.22649752570782034,7.315000000000001,-20.900000000000006,38.8,59.7,3.9666353805413332,481,0,81,27,False,observed_poll_filter,1.1948689460400332,1.1877694398166196,27,0,0
2025-07-11,0.31266666666666665,209.20066666666668,209.0,179.0,196.75,221.0,243.0,0.6873333333333334,1.3773281772808048,1.6082322130614743,0.23090403578066954,7.315000000000001,-20.900000000000006,38.8,59.7,3.9663601494769614,480,0,81,27,False,observed_poll_filter,1.2069017351097064,1.1989632335309117,27,0,0
2025-07-12,0.312,209.19133333333335,209.0,179.0,196.75,221.0,243.0,0.688,1.3773281772808048,1.6126319286083861,0.2353037513275813,7.315000000000001,-20.900000000000006,38.8,59.7,3.966079705888935,479,0,81,27,False,observed_poll_filter,1.2188157359547094,1.2100364595598174,27,0,0
2025-07-13,0.312,209.17866666666666,209.0,179.0,196.75,221.0,243.0,0.688,1.3773281772808048,1.6170248653322687,0.23969668805146394,7.315000000000001,-20.900000000000006,38.8,59.7,3.965794060674889,478,0,81,27,False,observed_poll_filter,1.2306143986687381,1.2209924371937049,27,0,0
2025-07-14,0.31733333333333336,209.562,209.0,180.0,197.0,221.0,243.0,0.6826666666666666,1.2908947053337376,1.483620162822906,0.19272545748916836,7.315000000000001,-20.900000000000006,38.8,59.7,3.9243465256129437,477,0,81,28,False,observed_poll_filter,1.090774879443935,1.0921060631140092,28,0,1
2025-07-15,0.316,209.54866666666666,209.0,180.0,197.0,221.0,243.0,0.684,1.2908947053337376,1.4881481802794487,0.1972534749457111,7.315000000000001,-20.900000000000006,38.8,59.7,3.9241120072434414,476,0,81,28,False,observed_poll_filter,1.1039428597649115,1.1044252104113474,28,0,0
2025-07-16,0.35333333333333333,211.34066666666666,210.0,181.95,199.0,223.0,245.0,0.6466666666666666,0.6411614194379124,0.8215354351287797,0.1803740156908673,7.315000000000001,-20.900000000000006,38.8,59.7,3.8980080939528587,475,0,81,30,False,observed_poll_filter,0.9889214286650984,1.0219917321201752,30,0,2
2025-07-17,0.32466666666666666,210.10266666666666,210.0,180.95,198.0,222.0,243.04999999999995,0.6753333333333333,1.110869941959713,1.2785491327175587,0.16767919075784565,7.315000000000001,-20.900000000000006,38.8,59.7,3.8913564301025603,474,0,81,31,False,observed_poll_filter,0.9306250313902218,1.0107199741276214,31,0,1
2025-07-18,0.2846666666666667,208.18866666666668,208.0,179.0,196.0,219.25,241.0,0.7153333333333334,1.8638713079084706,2.011199110397431,0.1473278024889606,7.315000000000001,-20.900000000000006,38.8,59.7,3.8840997306690115,473,0,81,32,False,observed_poll_filter,0.892827515202072,0.9970108915067507,32,0,1
2025-07-19,0.284,208.186,208.0,179.0,196.0,219.25,241.0,0.716,1.8638713079084706,2.011199110397431,0.1473278024889606,7.315000000000001,-20.900000000000006,38.8,59.7,3.880377651438464,472,0,81,32,False,observed_poll_filter,0.9088679617534695,0.9970108915067507,32,0,0
2025-07-20,0.2793333333333333,207.92733333333334,208.0,178.95,196.0,219.0,241.0,0.7206666666666667,1.967130953207143,2.111667954471815,0.14453700126467206,7.315000000000001,-20.900000000000006,38.8,59.7,3.876279205971365,471,0,81,33,False,observed_poll_filter,0.8816108627676623,0.9955603862378193,33,0,1
2025-07-21,0.2786666666666667,207.92533333333333,208.0,178.95,196.0,219.0,241.0,0.7213333333333334,1.967130953207143,2.111667954471815,0.14453700126467206,7.315000000000001,-20.900000000000006,38.8,59.7,3.872549610094879,470,0,81,33,False,observed_poll_filter,0.8978517212490835,0.9955603862378193,33,0,0
2025-07-22,0.278,207.91533333333334,208.0,178.95,196.0,219.0,241.0,0.722,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.868806733595463,469,0,81,34,False,observed_poll_filter,0.8742651815576037,0.995522748064348,34,0,1
2025-07-23,0.278,207.91333333333333,208.0,178.95,196.0,219.0,241.0,0.722,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.8650699271699596,468,0,81,34,False,observed_poll_filter,0.8906399989243408,0.995522748064348,34,0,0
2025-07-24,0.2773333333333333,207.91666666666666,208.0,178.95,196.0,219.0,241.0,0.7226666666666667,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.861329504447088,467,0,81,34,False,observed_poll_filter,0.9067191448756058,0.995522748064348,34,0,0
2025-07-25,0.2773333333333333,207.91266666666667,208.0,178.95,196.0,219.0,240.04999999999995,0.7226666666666667,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.85758545490746,466,0,81,34,False,observed_poll_filter,0.9225180798683297,0.995522748064348,34,0,0
2025-07-26,0.2773333333333333,207.91466666666668,208.0,178.95,196.0,219.0,240.04999999999995,0.7226666666666667,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.853837767980587,465,0,81,34,False,observed_poll_filter,0.9380509621997889,0.995522748064348,34,0,0
2025-07-27,0.27666666666666667,207.91733333333335,208.0,179.0,196.0,219.0,240.04999999999995,0.7233333333333334,1.969913796791512,2.1143755860674176,0.1444617892759057,7.315000000000001,-20.900000000000006,38.8,59.7,3.8500864330445355,464,0,81,34,False,observed_poll_filter,0.9533307965674611,0.995522748064348,34,0,0
2025-07-28,0.26,206.94266666666667,207.0,177.95,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.845197203710208,463,0,81,36,False,observed_poll_filter,0.8819677939240367,0.991131442050346,36,0,2
2025-07-29,0.26,206.944,207.0,177.95,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.8414374308871415,462,0,81,36,False,observed_poll_filter,0.8982021985718093,0.991131442050346,36,0,0
2025-07-30,0.26,206.94666666666666,207.0,178.0,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.8376739746128514,461,0,81,36,False,observed_poll_filter,0.9141483410908932,0.991131442050346,36,0,0
2025-07-31,0.26,206.946,207.0,178.0,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.833906824040042,460,0,81,36,False,observed_poll_filter,0.9298210524177392,0.991131442050346,36,0,0
2025-08-01,0.26,206.95,207.0,178.0,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.830135968268072,459,0,81,36,False,observed_poll_filter,0.9452339337535614,0.991131442050346,36,0,0
2025-08-02,0.26,206.95266666666666,207.0,178.0,195.0,218.0,239.0,0.74,2.3470866543008517,2.4813545825629912,0.1342679282621395,7.315000000000001,-20.900000000000006,38.8,59.7,3.826361396342588,458,0,81,36,False,observed_poll_filter,0.9603994947516539,0.991131442050346,36,0,0
2025-08-03,0.252,206.45466666666667,206.0,177.0,194.75,218.0,238.0,0.748,2.5400797605004564,2.6691316588653096,0.1290518983648532,7.315000000000001,-20.900000000000006,38.8,59.7,3.8221431143729867,457,0,81,37,False,observed_poll_filter,0.9391830358011898,0.9894331643667669,37,0,1
2025-08-04,0.23933333333333334,205.58066666666667,205.0,176.0,194.0,217.0,237.0,0.7606666666666667,2.8775217030847053,2.9974535489472816,0.11993184586257621,7.315000000000001,-20.900000000000006,38.8,59.7,3.8178248840898523,456,0,81,38,False,observed_poll_filter,0.9067080313169129,0.9873635832740096,38,0,1
2025-08-05,0.23933333333333334,205.58133333333333,205.0,176.0,194.0,217.0,237.0,0.7606666666666667,2.8775217030847053,2.9974535489472816,0.11993184586257621,7.315000000000001,-20.900000000000006,38.8,59.7,3.8140381284900253,455,0,81,38,False,observed_poll_filter,0.9225071566413954,0.9873635832740096,38,0,0
2025-08-06,0.23933333333333334,205.584,205.0,176.0,194.0,217.0,237.0,0.7606666666666667,2.8775217030847053,2.9974535489472816,0.11993184586257621,7.315000000000001,-20.900000000000006,38.8,59.7,3.810247609483627,454,0,81,38,False,observed_poll_filter,0.9380402198491234,0.9873635832740096,38,0,0
2025-08-07,0.23933333333333334,205.584,205.0,176.0,194.0,217.0,237.0,0.7606666666666667,2.8775217030847053,2.9974535489472816,0.11993184586257621,7.315000000000001,-20.900000000000006,38.8,59.7,3.8064533158277003,453,0,81,38,False,observed_poll_filter,0.953320226395408,0.9873635832740096,38,0,0
2025-08-08,0.23933333333333334,205.59,205.0,176.0,194.0,217.0,237.0,0.7606666666666667,2.8775217030847053,2.9974535489472816,0.11993184586257621,7.315000000000001,-20.900000000000006,38.8,59.7,3.8026552362231967,452,0,81,38,False,observed_poll_filter,0.9683591555071868,0.9873635832740096,38,0,0
2025-08-09,0.246,206.086,206.0,177.0,194.0,217.0,238.0,0.754,2.6868519774015835,2.811937059093433,0.12508508169184962,7.315000000000001,-20.900000000000006,38.8,59.7,3.79912077622651,451,0,81,39,False,observed_poll_filter,0.9319095666294104,0.9883919629154803,39,0,1
2025-08-10,0.246,206.082,206.0,177.0,194.0,217.0,238.0,0.754,2.6868519774015835,2.811937059093433,0.12508508169184962,7.315000000000001,-20.900000000000006,38.8,59.7,3.7953153587489825,450,0,81,39,False,observed_poll_filter,0.9472884673505825,0.9883919629154803,39,0,0
2025-08-11,0.24733333333333332,206.25066666666666,206.0,177.0,194.0,217.0,238.0,0.7526666666666667,2.620550135612201,2.747427158974034,0.12687702336183282,7.315000000000001,-20.900000000000006,38.8,59.7,3.791621761082513,449,0,81,40,False,observed_poll_filter,0.9147917660270813,0.9888354661491746,40,0,1
2025-08-12,0.24666666666666667,206.25133333333332,206.0,177.0,194.0,217.0,238.0,0.7533333333333333,2.620550135612201,2.747427158974034,0.12687702336183282,7.315000000000001,-20.900000000000006,38.8,59.7,3.7878088097361062,448,0,81,40,False,observed_poll_filter,0.9304536394635395,0.9888354661491746,40,0,0
2025-08-13,0.246,206.19,206.0,177.0,194.0,217.0,238.0,0.754,2.647113671788998,2.773272761740647,0.12615908995164915,7.315000000000001,-20.900000000000006,38.8,59.7,3.7839441981148565,447,0,81,41,False,observed_poll_filter,0.9121480547428779,0.9886524639361826,41,0,1
2025-08-14,0.246,206.19,206.0,177.0,194.0,217.0,238.0,0.754,2.647113671788998,2.773272761740647,0.12615908995164915,7.315000000000001,-20.900000000000006,38.8,59.7,3.7801235025389164,446,0,81,41,False,observed_poll_filter,0.927854554211605,0.9886524639361826,41,0,0
2025-08-15,0.246,206.188,206.0,177.0,194.0,217.0,238.0,0.754,2.647113671788998,2.773272761740647,0.12615908995164915,7.315000000000001,-20.900000000000006,38.8,59.7,3.7762989413507886,445,0,81,41,False,observed_poll_filter,0.9432995673545156,0.9886524639361826,41,0,0
2025-08-16,0.24533333333333332,206.18266666666668,206.0,177.0,194.0,217.0,237.04999999999995,0.7546666666666667,2.647113671788998,2.773272761740647,0.12615908995164915,7.315000000000001,-20.900000000000006,38.8,59.7,3.7724705027935057,444,0,81,41,False,observed_poll_filter,0.9584957348737742,0.9886524639361826,41,0,0
2025-08-17,0.24533333333333332,206.184,206.0,177.0,194.0,217.0,237.04999999999995,0.7546666666666667,2.647113671788998,2.773272761740647,0.12615908995164915,7.315000000000001,-20.900000000000006,38.8,59.7,3.7686381750503837,443,0,81,41,False,observed_poll_filter,0.9734547106934233,0.9886524639361826,41,0,0
2025-08-18,0.23866666666666667,205.58533333333332,205.0,176.0,194.0,217.0,237.0,0.7613333333333333,2.877711401282888,2.9976381201671347,0.11992671888424677,7.315000000000001,-20.900000000000006,38.8,59.7,3.764463465908343,442,0,81,42,False,observed_poll_filter,0.9385145301759346,0.9873627429464071,42,0,1
2025-08-19,0.23866666666666667,205.58866666666665,205.0,176.0,194.0,217.0,237.0,0.7613333333333333,2.877711401282888,2.9976381201671347,0.11992671888424677,7.315000000000001,-20.900000000000006,38.8,59.7,3.7606229784649585,441,0,81,42,False,observed_poll_filter,0.9537869381320732,0.9873627429464071,42,0,0
2025-08-20,0.238,205.586,205.0,177.0,194.0,217.0,237.0,0.762,2.877711401282888,2.9976381201671347,0.11992671888424677,7.315000000000001,-20.900000000000006,38.8,59.7,3.7567785649620946,440,0,81,42,False,observed_poll_filter,0.9688186225250603,0.9873627429464071,42,0,0
2025-08-21,0.24933333333333332,206.45733333333334,206.0,178.0,195.0,217.0,238.0,0.7506666666666667,2.5412509805013577,2.6702712242715916,0.1290202437702339,7.315000000000001,-20.900000000000006,38.8,59.7,3.753473038190727,439,0,81,43,False,observed_poll_filter,0.9243315674341479,0.9894239983064511,43,0,1
2025-08-22,0.24933333333333332,206.454,206.0,178.0,195.0,217.0,238.0,0.7506666666666667,2.5412509805013577,2.6702712242715916,0.1290202437702339,7.315000000000001,-20.900000000000006,38.8,59.7,3.7496212940008657,438,0,81,43,False,observed_poll_filter,0.9398344782754402,0.9894239983064511,43,0,0
2025-08-23,0.24933333333333332,206.45533333333333,206.0,178.0,195.0,217.0,238.0,0.7506666666666667,2.5412509805013577,2.6702712242715916,0.1290202437702339,7.315000000000001,-20.900000000000006,38.8,59.7,3.745765589091865,437,0,81,43,False,observed_poll_filter,0.9550857796843533,0.9894239983064511,43,0,0
2025-08-24,0.242,206.16933333333333,206.0,178.0,195.0,217.0,237.0,0.758,2.648077777118294,2.7742108101691514,0.12613303305085743,7.315000000000001,-20.900000000000006,38.8,59.7,3.7417002586373362,436,0,81,44,False,observed_poll_filter,0.93390108103299,0.9886459555810199,44,0,1
2025-08-25,0.244,206.33533333333332,206.0,178.0,195.0,217.0,237.0,0.756,2.5899616782572554,2.7176654166827356,0.12770373842548022,7.315000000000001,-20.900000000000006,38.8,59.7,3.7379445927746078,435,0,81,45,False,observed_poll_filter,0.9056865076550802,0.9890549927344426,45,0,1
2025-08-26,0.25066666666666665,206.78466666666668,206.0,178.95,195.0,218.0,238.0,0.7493333333333333,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.7344520998096242,434,0,81,46,False,observed_poll_filter,0.8902482473916654,0.9904708404453455,46,0,1
2025-08-27,0.25066666666666665,206.78666666666666,206.0,178.95,195.0,218.0,238.0,0.7493333333333333,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.7305807169625096,433,0,81,46,False,observed_poll_filter,0.9063343433766217,0.9904708404453455,46,0,0
2025-08-28,0.25,206.78533333333334,206.0,178.95,195.0,217.25,238.0,0.75,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.7267053124405356,432,0,81,46,False,observed_poll_filter,0.9221398711605154,0.9904708404453455,46,0,0
2025-08-29,0.25,206.77933333333334,206.0,178.95,195.0,217.25,238.0,0.75,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.7228258736841977,431,0,81,46,False,observed_poll_filter,0.9376790186326727,0.9904708404453455,46,0,0
2025-08-30,0.25,206.77733333333333,206.0,179.0,195.0,217.25,238.0,0.75,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.718942388068483,430,0,81,46,False,observed_poll_filter,0.9529648167607931,0.9904708404453455,46,0,0
2025-08-31,0.25,206.77266666666668,206.0,179.0,195.0,217.25,238.0,0.75,2.417252106683846,2.549623671368067,0.13237156468422073,7.315000000000001,-20.900000000000006,38.8,59.7,3.7150548429023913,429,0,81,46,False,observed_poll_filter,0.9680092675093209,0.9904708404453455,46,0,0
2025-09-01,0.24533333333333332,206.46466666666666,206.0,178.0,195.0,217.0,237.0,0.7546666666666667,2.534373903412688,2.6635800141312647,0.12920611071857646,7.315000000000001,-20.900000000000006,38.8,59.7,3.7108983742484387,428,0,81,47,False,observed_poll_filter,0.9457606370705738,0.9894780159254194,47,0,1
2025-09-02,0.23866666666666667,205.84133333333332,206.0,177.0,194.0,217.0,237.0,0.7613333333333333,2.7756848082000376,2.89836900257301,0.1226841943729724,7.315000000000001,-20.900000000000006,38.8,59.7,3.7065727541401423,427,0,81,49,False,observed_poll_filter,0.8782563559908657,0.9878671883072316,49,0,2
2025-09-03,0.238,205.79866666666666,206.0,177.0,194.0,217.0,237.0,0.762,2.7948792688901425,2.9170446940552743,0.12216542516513185,7.315000000000001,-20.900000000000006,38.8,59.7,3.7026447613459053,426,0,81,50,False,observed_poll_filter,0.8554290519004275,0.9877642576659046,50,0,1
2025-09-04,0.238,205.79866666666666,206.0,177.0,194.0,217.0,237.0,0.762,2.7948792688901425,2.9170446940552743,0.12216542516513185,7.315000000000001,-20.900000000000006,38.8,59.7,3.6987400866676583,425,0,81,50,False,observed_poll_filter,0.8721575905965987,0.9877642576659046,50,0,0
2025-09-05,0.238,205.804,206.0,177.0,194.0,217.0,237.0,0.762,2.7948792688901425,2.9170446940552743,0.12216542516513185,7.315000000000001,-20.900000000000006,38.8,59.7,3.6948312855558476,424,0,81,50,False,observed_poll_filter,0.8885712480354427,0.9877642576659046,50,0,0
2025-09-06,0.238,205.80266666666665,206.0,177.0,194.0,217.0,237.0,0.762,2.7948792688901425,2.9170446940552743,0.12216542516513185,7.315000000000001,-20.900000000000006,38.8,59.7,3.6909183449003957,423,0,81,50,False,observed_poll_filter,0.9046871629658865,0.9877642576659046,50,0,0
2025-09-07,0.23,205.43733333333333,205.0,177.0,194.0,216.0,236.0,0.77,2.9351919802780553,3.0535651700002706,0.11837318972221533,7.315000000000001,-20.900000000000006,38.8,59.7,3.6868300088682453,422,0,81,51,False,observed_poll_filter,0.8652748208456238,0.987124872694141,51,0,1
2025-09-08,0.22733333333333333,205.21133333333333,205.0,177.0,194.0,216.0,236.0,0.7726666666666666,3.023393402184578,3.1393827696931034,0.11598936750852529,7.315000000000001,-20.900000000000006,38.8,59.7,3.6828281682766395,421,0,81,52,False,observed_poll_filter,0.8445054181058849,0.9868248664539558,52,0,1
2025-09-09,0.22666666666666666,205.214,205.0,177.0,194.0,216.0,236.0,0.7733333333333333,3.023393402184578,3.1393827696931034,0.11598936750852529,7.315000000000001,-20.900000000000006,38.8,59.7,3.6789024609320466,420,0,81,52,False,observed_poll_filter,0.8614461104504422,0.9868248664539558,52,0,0
2025-09-10,0.226,205.21266666666668,205.0,177.0,194.0,216.0,236.0,0.774,3.023393402184578,3.1393827696931034,0.11598936750852529,7.315000000000001,-20.900000000000006,38.8,59.7,3.674972560040669,419,0,81,52,False,observed_poll_filter,0.878060021416643,0.9868248664539558,52,0,0
2025-09-11,0.226,205.212,205.0,177.0,194.0,216.0,236.0,0.774,3.023393402184578,3.1393827696931034,0.11598936750852529,7.315000000000001,-20.900000000000006,38.8,59.7,3.671038452134746,418,0,81,52,False,observed_poll_filter,0.8943653622598515,0.9868248664539558,52,0,0
2025-09-12,0.226,205.21466666666666,205.0,177.0,194.0,216.0,235.04999999999995,0.774,3.023393402184578,3.1393827696931034,0.11598936750852529,7.315000000000001,-20.900000000000006,38.8,59.7,3.6671001236742735,417,0,81,52,False,observed_poll_filter,0.910378713069564,0.9868248664539558,52,0,0
2025-09-13,0.22933333333333333,205.48733333333334,205.0,177.0,194.0,216.0,236.0,0.7706666666666667,2.9127234637772537,3.0317039107021935,0.11898044692493981,7.315000000000001,-20.900000000000006,38.8,59.7,3.6632623762281797,416,0,81,53,False,observed_poll_filter,0.8746077531948305,0.9872138760617816,53,0,1
2025-09-14,0.22933333333333333,205.48933333333332,205.0,177.95,194.0,216.0,236.0,0.7706666666666667,2.9127234637772537,3.0317039107021935,0.11898044692493981,7.315000000000001,-20.900000000000006,38.8,59.7,3.6593156787969154,415,0,81,53,False,observed_poll_filter,0.8909762746271697,0.9872138760617816,53,0,0
2025-09-15,0.23333333333333334,205.68533333333335,206.0,178.0,194.0,217.0,236.0,0.7666666666666667,2.8357046398275374,2.956766676588956,0.12106203676141858,7.315000000000001,-20.900000000000006,38.8,59.7,3.6554575928870796,414,0,81,54,False,observed_poll_filter,0.867936131165244,0.9875577012994236,54,0,1
2025-09-16,0.21733333333333332,204.83866666666665,205.0,176.0,194.0,215.25,235.0,0.7826666666666666,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.6512189256135232,413,0,81,55,False,observed_poll_filter,0.8558156084050749,0.9865088153475201,55,0,1
2025-09-17,0.21733333333333332,204.842,205.0,176.0,194.0,215.25,235.0,0.7826666666666666,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.6472591959933927,412,0,81,55,False,observed_poll_filter,0.8725367359542797,0.9865088153475201,55,0,0
2025-09-18,0.21666666666666667,204.84066666666666,205.0,176.95,194.0,215.25,235.0,0.7833333333333333,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.6432951627281547,411,0,81,55,False,observed_poll_filter,0.888943392792673,0.9865088153475201,55,0,0
2025-09-19,0.21666666666666667,204.83933333333334,205.0,176.95,194.0,215.25,235.0,0.7833333333333333,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.639326811754939,410,0,81,55,False,observed_poll_filter,0.9050526811129551,0.9865088153475201,55,0,0
2025-09-20,0.21666666666666667,204.84133333333332,205.0,176.95,194.0,215.25,235.0,0.7833333333333333,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.635354128934122,409,0,81,55,False,observed_poll_filter,0.9208802069703467,0.9865088153475201,55,0,0
2025-09-21,0.216,204.84133333333332,205.0,177.0,194.0,215.25,235.0,0.784,3.1644444337148605,3.2766216111820268,0.11217717746716627,7.315000000000001,-20.900000000000006,38.8,59.7,3.6313771000487365,408,0,81,55,False,observed_poll_filter,0.9364402573521434,0.9865088153475201,55,0,0
