district_code,state_abbr,district_name,latitude,longitude,winner_party_2024,winner_2024,open_seat,incumbent_running,rating,intercept_mean,intercept_sd,mean_margin_dem,approx_total_sd,dem_win_prob_analytic,gop_win_prob_analytic,finance_effect,raw_finance_effect,poll_count,poll_margin_mean,dem_candidate,rep_candidate,dem_cash_on_hand,rep_cash_on_hand,dem_receipts,rep_receipts,house_margin_2024,pres24_dem_margin,pres20_dem_margin,applied_open_seat_weight,applied_rating_weight,applied_finance_weight,applied_district_poll_weight,mean_margin_sim,median_margin_sim,p05_margin_sim,p95_margin_sim,dem_win_prob,gop_win_prob
IL-15,IL,IL-15,39.82,-89.77,,Mary E. Miller,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-100.0,,,0.0,0.0,1.0,0.0,-26.521820076585932,-26.53651105424945,-37.86169449381251,-15.022910530227263,2e-05,0.99998
IL-16,IL,IL-16,41.4,-89.32,,Darin LaHood,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-100.0,,,0.0,0.0,1.0,0.0,-26.51786052902202,-26.51617692785777,-37.895530474491274,-14.995897183590486,8e-05,0.99992
IL-17,IL,IL-17,41.26,-90.03,DEM,Eric Sorensen,False,False,,9.926939782104155,6.356099432828282,14.981509572782551,6.920614435666604,0.9847971881389639,0.015202811861036114,0.0,0.0,0,,,,,,,,8.85278811359597,,,0.0,0.0,1.0,0.0,14.934368417057037,14.912108408166432,3.594300416133199,26.391540232233655,0.98464,0.01536
IN-01,IN,IN-1,41.51,-87.18,DEM,Frank J. Mrvan,False,False,likely_dem,5.2139931588060335,3.672719778153187,10.26856294948443,4.580805031432202,0.9875080086585767,0.012491991341423314,0.0,0.0,0,,,,,,,,8.632760461446892,,,0.0,1.0,1.0,0.0,10.269710053574148,10.273120787660792,2.7869518071276183,17.799510257926723,0.98762,0.01238
IN-02,IN,IN-2,41.21,-86.23,REP,Rudy Yakym,False,False,,-22.162310714849898,6.356099432828282,-17.1077409241715,6.920614435666604,0.00671802458627202,0.993281975413728,0.0,0.0,0,,,,,,,,-28.89927129458527,,,0.0,0.0,1.0,0.0,-17.09621346541418,-17.08678591161206,-28.408031927833274,-5.782896247781307,0.00704,0.99296
IN-03,IN,IN-3,41.04,-85.21,REP,Marlin A. Stutzman,False,False,,-27.234398416484865,6.356099432828282,-22.17982862580647,6.920614435666604,0.00067556353690712,0.9993244364630929,0.0,0.0,0,,,,,,,,-34.86643329650876,,,0.0,0.0,1.0,0.0,-22.204647042461684,-22.179287162849256,-33.63684022261155,-10.92619607526477,0.0005,0.9995
IN-04,IN,IN-4,40.33,-86.86,REP,Jim Baird,False,False,,-27.6889477500269,6.356099432828282,-22.634377959348505,6.920614435666604,0.0005366482942043005,0.9994633517057957,0.0,0.0,0,,,,,,,,-35.40119721832292,,,0.0,0.0,1.0,0.0,-22.588414600967116,-22.578747858125702,-33.97842127799566,-11.216729962461663,0.00034,0.99966
IN-05,IN,IN-5,40.28,-85.8,REP,Victoria Spartz,False,False,likely_rep,-13.467122837496271,3.672719778153187,-8.412553046817875,4.580805031432202,0.03314340961316253,0.9668565903868375,0.0,0.0,0,,,,,,,,-19.63795472668584,,,0.0,1.0,1.0,0.0,-8.402021372382197,-8.385123544880953,-15.956055907783881,-0.8330988815109397,0.034,0.966
IN-06,IN,IN-6,39.69,-85.52,REP,Jefferson Shreve,False,False,,-26.24639391567288,6.356099432828282,-21.191824124994483,6.920614435666604,0.0010988383082140007,0.998901161691786,0.0,0.0,0,,,,,,,,-33.70407506025936,,,0.0,0.0,1.0,0.0,-21.232153684157915,-21.236649414314684,-32.61742068340706,-9.858092972301883,0.00136,0.99864
IN-07,IN,IN-7,39.83,-86.14,DEM,Andr� Carson,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,40.48470611340023,,,0.0,0.0,1.0,0.0,41.420402564940154,41.456877596817776,30.014850263699167,52.77234399234339,1.0,0.0
IN-08,IN,IN-8,38.75,-87.14,REP,Mark Messmer,False,False,,-31.201364826999836,6.356099432828282,-26.14679503632144,6.920614435666604,7.901372117946615e-05,0.9999209862788205,0.0,0.0,0,,,,,,,,-39.53345260299696,,,0.0,0.0,1.0,0.0,-26.175301257373988,-26.219762760469546,-37.45152865918143,-14.793728714523692,0.00014,0.99986
IN-09,IN,IN-9,38.89,-85.77,REP,Erin Houchin,False,False,,-25.27138469450975,6.356099432828282,-20.216814903831352,6.920614435666604,0.0017431740161482079,0.9982568259838518,0.0,0.0,0,,,,,,,,-32.55700538830274,,,0.0,0.0,1.0,0.0,-20.216709057885005,-20.214831250074408,-31.674140232932448,-8.834067319376961,0.00182,0.99818
KS-01,KS,KS-1,38.78,-99.54,REP,"Mann, Tracey",False,False,,-30.13075894470158,6.356099432828282,-25.076189154023183,6.920614435666604,0.00014537499482636385,0.9998546250051736,0.0,0.0,0,,,,,,,,-38.273916270881365,,,0.0,0.0,1.0,0.0,-25.093906348168492,-25.12416361505238,-36.42640173217352,-13.653375889509388,0.00018,0.99982
KS-02,KS,KS-2,38.41,-95.73,REP,"Schmidt, Derek",False,False,,-14.437552755961853,6.356099432828282,-9.382982965283457,6.920614435666604,0.08758108574264623,0.9124189142573538,0.0,0.0,0,,,,,,,,-19.81132075471698,,,0.0,0.0,1.0,0.0,-9.363668560666667,-9.395669343514477,-20.759802595554905,2.0548635648362117,0.08784,0.91216
KS-03,KS,KS-3,38.56,-95.06,DEM,"Davids, Sharice",False,False,,11.928287228125622,6.356099432828282,16.98285701880402,6.920614435666604,0.9929352118985367,0.007064788101463271,0.0,0.0,0,,,,,,,,11.20731452068005,,,0.0,0.0,1.0,0.0,17.019596618150626,17.008443965774177,5.690795592506547,28.440969020274213,0.99326,0.00674
KS-04,KS,KS-4,37.56,-97.76,REP,"Estes, Ron",False,False,,-23.182596630347366,6.356099432828282,-18.12802683966897,6.920614435666604,0.0044039136763848186,0.9955960863236152,0.0,0.0,0,,,,,,,,-30.09960766575876,,,0.0,0.0,1.0,0.0,-18.133203352716993,-18.087621858580988,-29.598340951988263,-6.703227996316381,0.00394,0.99606
KY-01,KY,KY-1,37.11,-87.07,REP,James R Comer,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-49.43193408484181,,,0.0,0.0,1.0,0.0,-26.563582393100567,-26.578978335946864,-37.92990030629652,-15.094635528670713,6e-05,0.99994
KY-02,KY,KY-2,37.47,-86.35,REP,S. Brett Guthrie ,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-46.203466770756535,,,0.0,0.0,1.0,0.0,-26.573630829432442,-26.57823235573866,-37.9656492208276,-15.182335369980603,6e-05,0.99994
KY-03,KY,KY-3,38.19,-85.7,DEM,Morgan McGarvey,False,False,,22.72736204906764,6.356099432828282,27.781931839746036,6.920614435666604,0.9999701980619862,2.9801938013829243e-05,0.0,0.0,0,,,,,,,,23.91210842767066,,,0.0,0.0,1.0,0.0,27.761817414291702,27.760437809845133,16.392445024948792,39.11475427692771,0.99992,8e-05
KY-04,KY,KY-4,38.53,-84.46,,Thomas Massie,True,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-100.0,,,1.0,0.0,1.0,0.0,-26.562766873565856,-26.50819034434018,-37.999194739119865,-15.250920120413893,0.0001,0.9999
KY-05,KY,KY-5,37.39,-83.53,,Hal Rogers,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-100.0,,,0.0,0.0,1.0,0.0,-26.563023591609007,-26.521528864794874,-37.9409155584898,-15.239943414778178,6e-05,0.99994
KY-06,KY,KY-6,38.0,-84.27,REP,Andy Barr,True,False,likely_rep,-15.293769659729179,3.672719778153187,-10.239199869050783,4.580805031432202,0.012700789562501313,0.9872992104374987,0.0,0.0,0,,,,,,,,-26.074331183820235,,,1.0,1.0,1.0,0.0,-10.250814593308046,-10.254569443176027,-17.729949178113323,-2.7188463573587693,0.01216,0.98784
LA-01,LA,LA-1,29.77,-89.75,REP,Steve Scalise,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-47.091481833886064,,,0.0,0.0,1.0,0.0,-26.53664631353326,-26.525127031186564,-37.828795460959626,-15.135308875173177,0.0,1.0
LA-02,LA,LA-2,30.07,-90.83,DEM,"Troy A. Carter, Sr.",False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,63.09239973410149,,,0.0,0.0,1.0,0.0,41.47736019392754,41.46430296432423,30.17933844972353,52.82430191867783,1.0,0.0
LA-03,LA,LA-3,29.8,-92.0,REP,Clay Higgins,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-58.17456739120557,,,0.0,0.0,1.0,0.0,-26.576817885285262,-26.53489884035995,-38.007824537080204,-15.283928559805569,8e-05,0.99992
LA-04,LA,LA-4,31.77,-93.05,,"""Mike"" Johnson",False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-100.0,,,0.0,0.0,1.0,0.0,-26.524483035414328,-26.54669803442126,-37.92400118903031,-15.112631819991039,4e-05,0.99996
LA-05,LA,LA-5,31.69,-91.41,REP,Julia Letlow,True,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-41.56637959565944,,,1.0,0.0,1.0,0.0,-26.52693285262663,-26.527186851468226,-37.9012731027457,-15.119064202754158,6e-05,0.99994
LA-06,LA,LA-6,31.2,-92.44,DEM,Cleo Fields,True,False,,14.917562520821944,6.356099432828282,19.97213231150034,6.920614435666604,0.9980484575474075,0.0019515424525925473,0.0,0.0,0,,,,,,,,14.724108982675723,,,1.0,0.0,1.0,0.0,20.01185667517651,20.05820042552822,8.594626027397595,31.300876928249384,0.99806,0.00194
MA-01,MA,MA-1,42.28,-72.8,,Richard E. Neal ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.39824859816161,41.3644040988044,29.9115440415507,52.85639722279444,1.0,0.0
MA-02,MA,MA-2,42.43,-72.2,,James P. McGovern ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.3925512034611,41.39098277800113,29.960695087781016,52.760294125039785,1.0,0.0
MA-03,MA,MA-3,42.59,-71.59,,Lori Loureiro Trahan ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.455463067539135,41.44448145253595,30.041553700998275,52.87840332864025,1.0,0.0
MA-04,MA,MA-4,41.97,-71.23,,Jake Auchincloss ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.489400465035466,41.494243646394686,30.105836279142224,52.798346833969674,1.0,0.0
MA-05,MA,MA-5,42.39,-71.26,,Katherine M. Clark ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.44613349318158,41.411864843785054,30.047163671635673,52.790088816128915,1.0,0.0
MA-06,MA,MA-6,42.62,-70.89,,Seth W. Moulton ,True,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,1.0,0.0,1.0,0.0,41.502873421273456,41.530195840412745,30.13275090667598,52.81349827301895,1.0,0.0
MA-07,MA,MA-7,42.31,-71.08,,Ayanna S. Pressley ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,100.0,,,0.0,0.0,1.0,0.0,41.416103395701214,41.42032624616871,30.00962443856341,52.84903697144875,1.0,0.0
MA-08,MA,MA-8,42.21,-70.97,DEM,Stephen F. Lynch ,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,41.16095407769831,,,0.0,0.0,1.0,0.0,41.45933463313348,41.448751362591295,30.122153717343306,52.77861853569202,1.0,0.0
MA-09,MA,MA-9,41.71,-70.49,DEM,Bill Keating ,False,False,,13.482791720285663,6.356099432828282,18.53736151096406,6.920614435666604,0.9963031542327989,0.0036968457672010846,0.0,0.0,0,,,,,,,,13.03614333498598,,,0.0,0.0,1.0,0.0,18.46768825666213,18.46668588228026,7.084670602265401,29.934626920132757,0.99616,0.00384
MD-01,MD,MD-1,38.75,-75.94,REP,Andy Harris,False,False,,-16.9493918390208,6.356099432828282,-11.894822048342405,6.920614435666604,0.04282974129665995,0.95717025870334,0.0,0.0,0,,,,,,,,-22.766425558315746,,,0.0,0.0,1.0,0.0,-11.913905677170039,-11.90861223320216,-23.230966514746008,-0.5230961629607953,0.0425,0.9575
MD-02,MD,MD-2,39.52,-76.84,DEM,"John ""Johnny O"" Olszewski, Jr.",False,False,,18.62026418366717,6.356099432828282,23.674833974345567,6.920614435666604,0.9996879458651781,0.00031205413482193745,0.0,0.0,0,,,,,,,,19.08022858602305,,,0.0,0.0,1.0,0.0,23.666732892342733,23.66651904395286,12.2668911201474,35.07418585337908,0.99978,0.00022
MD-03,MD,MD-3,39.17,-76.73,DEM,Sarah Elfreth,False,False,,21.138067018585453,6.356099432828282,26.19263680926385,6.920614435666604,0.9999230613224385,7.693867756153328e-05,0.0,0.0,0,,,,,,,,22.04234956827985,,,0.0,0.0,1.0,0.0,26.209800009784274,26.228279022147735,14.830052922450534,37.54372095832319,0.99998,2e-05
MD-04,MD,MD-4,38.92,-76.91,DEM,Glenn F. Ivey,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,77.44565821144234,,,0.0,0.0,1.0,0.0,41.44413422658554,41.4332287645896,30.09452585242509,52.77821117677504,1.0,0.0
MD-05,MD,MD-5,38.48,-76.71,DEM,Steny Hoyer,True,False,,32.85889022251752,6.356099432828282,37.913460013195916,6.920614435666604,0.9999999785329411,2.146705890826439e-08,0.0,0.0,0,,,,,,,,35.8315533376117,,,1.0,0.0,1.0,0.0,37.9450902349381,37.91954717222991,26.457500739566672,49.30219527877435,1.0,0.0
MD-06,MD,MD-6,39.52,-78.21,DEM,April McClain Delaney,False,False,,7.788963717281492,6.356099432828282,12.843533507959888,6.920614435666604,0.9682616146241225,0.031738385375877476,0.0,0.0,0,,,,,,,,6.337522154981073,,,0.0,0.0,1.0,0.0,12.889173451953576,12.846330860141254,1.5068580271347018,24.231109578473813,0.96902,0.03098
MD-07,MD,MD-7,39.27,-76.56,DEM,Kweisi Mfume,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,64.76253148792844,,,0.0,0.0,1.0,0.0,41.449279283268865,41.414234356894625,30.06377111748357,52.747598541084166,1.0,0.0
MD-08,MD,MD-8,39.1,-77.12,DEM,Jamie Raskin,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,57.925724882542816,,,0.0,0.0,1.0,0.0,41.49379997547951,41.45060295531873,30.11594893107479,52.95018875412637,1.0,0.0
ME-01,ME,ME-1,43.85,-69.92,DEM,Chellie Pingree,False,False,,22.312297427619157,6.356099432828282,27.366867218297553,6.920614435666604,0.9999616362794821,3.836372051790882e-05,0.0,0.0,0,,,,,,,,23.423797108319505,,,0.0,0.0,1.0,0.0,27.373709518920062,27.366995397254886,16.02674773547189,38.686093776807944,0.99998,2e-05
ME-02,ME,ME-2,45.5,-69.09,DEM,"Golden, Jared Forrest",True,False,lean_rep,-3.938780946934234,4.159080142189835,1.1157888437441623,4.979242090551011,0.5886556197079554,0.41134438029204456,0.0,0.0,0,,,,,,,,0.5782063822922439,,,1.0,1.0,1.0,0.0,1.1197510969349902,1.1334689498515038,-7.125062071999272,9.303079349025978,0.5901,0.4099
MI-01,MI,MI-1,46.07,-86.23,REP,Jack Bergman,False,False,,-16.192006983889232,6.356099432828282,-11.137437193210836,6.920614435666604,0.053773920838190215,0.9462260791618098,0.0,0.0,0,,,,,,,,-21.875384552278604,,,0.0,0.0,1.0,0.0,-11.129138859159108,-11.130958768430705,-22.587244981317273,0.24116590585134462,0.0541,0.9459
MI-02,MI,MI-2,43.65,-85.72,REP,John R. Moolenaar,False,False,,-26.957976476903664,6.356099432828282,-21.903406686225267,6.920614435666604,0.0007755449242249357,0.9992244550757751,0.0,0.0,0,,,,,,,,-34.541231014648524,,,0.0,0.0,1.0,0.0,-21.908667212010375,-21.900081443766304,-33.22865710130645,-10.615684119134407,0.00106,0.99894
MI-03,MI,MI-3,42.98,-86.3,DEM,Hillary Scholten,False,False,,11.02907312394333,6.356099432828282,16.083642914621727,6.920614435666604,0.9899377755842553,0.01006222441574467,0.0,0.0,0,,,,,,,,10.149415574583236,,,0.0,0.0,1.0,0.0,16.116640300564978,16.103334915287032,4.792056565655925,27.51571648202956,0.99052,0.00948
MI-04,MI,MI-4,42.47,-86.15,REP,Bill Huizenga,False,False,tossup,-6.508448340228138,4.705653698879759,-1.4538785495497413,5.44408678300941,0.3947128447761531,0.6052871552238469,0.0,0.0,0,,,,,,,,-11.893207358098913,,,0.0,1.0,1.0,0.0,-1.4832859848388709,-1.478262025783414,-10.41483585401698,7.455870984423369,0.391,0.609
MI-05,MI,MI-5,42.0,-85.15,REP,Tim Walberg,False,False,,-26.022689158509746,6.356099432828282,-20.96811936783135,6.920614435666604,0.0012235542165720537,0.998776445783428,0.0,0.0,0,,,,,,,,-33.44089299300862,,,0.0,0.0,1.0,0.0,-20.925834559663215,-20.991914460484345,-32.24255709646905,-9.590325591926051,0.00136,0.99864
MI-06,MI,MI-6,42.25,-83.71,DEM,Debbie Dingell,False,False,,26.077300661774228,6.356099432828282,31.131870452452624,6.920614435666604,0.9999965770757698,3.4229242301675455e-06,0.0,0.0,0,,,,,,,,27.853212677913703,,,0.0,0.0,1.0,0.0,31.118297793340787,31.141269764404342,19.55140373025931,42.56408985461383,1.0,0.0
MI-07,MI,MI-7,42.73,-84.34,REP,Tom Barrett,False,False,tossup,-2.755998391967975,4.705653698879759,2.2985713987104215,5.44408678300941,0.6635657049205727,0.33643429507942735,0.0,0.0,0,,,,,,,,-3.838728957751769,,,0.0,1.0,1.0,0.0,2.3344226314018304,2.3388857929345837,-6.641351031988576,11.282979419383942,0.6667,0.3333
MI-08,MI,MI-8,43.39,-83.97,DEM,Kristen Mcdonald Rivet,False,False,likely_dem,4.729442579695853,3.672719778153187,9.78401237037425,4.580805031432202,0.9836550683688803,0.01634493163111972,0.0,0.0,0,,,,,,,,6.925397055606226,,,0.0,1.0,1.0,0.0,9.783134178345003,9.768506037541492,2.2437338660856425,17.307134291891725,0.98386,0.01614
MI-09,MI,MI-9,43.42,-82.93,REP,Lisa Mcclain,False,False,,-30.497098354489147,6.356099432828282,-25.44252856381075,6.920614435666604,0.00011830227622389167,0.9998816977237761,0.0,0.0,0,,,,,,,,-38.70490381180792,,,0.0,0.0,1.0,0.0,-25.468308473478285,-25.504309035816032,-36.805211680404895,-14.055833569719592,0.00016,0.99984
MI-10,MI,MI-10,42.59,-83.0,REP,John James,True,False,tossup,-3.9390871787663673,4.705653698879759,1.1154826119120291,5.44408678300941,0.5811740995657653,0.41882590043423473,0.0,0.0,0,,,,,,,,-6.378180039138954,,,1.0,1.0,1.0,0.0,1.0891997963371862,1.1333275579002167,-7.881138801010748,10.016644445644603,0.58034,0.41966
MI-11,MI,MI-11,42.58,-83.34,DEM,Haley Stevens,True,False,,18.569084937622826,6.356099432828282,23.623654728301222,6.920614435666604,0.9996793525628642,0.00032064743713577926,0.0,0.0,0,,,,,,,,19.02001770832382,,,1.0,0.0,1.0,0.0,23.64423581759473,23.67302223601679,12.282960231785529,34.930189924092396,0.99978,0.00022
MI-12,MI,MI-12,42.39,-83.29,DEM,Rashida Tlaib,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,46.51345693434034,,,0.0,0.0,1.0,0.0,41.461139085755654,41.4489660798118,30.13529599096348,52.82179821781057,1.0,0.0
MI-13,MI,MI-13,42.32,-83.11,DEM,Shri Thanedar,True,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,47.33688126657881,,,1.0,0.0,1.0,0.0,41.48236000073497,41.42208869847733,30.178494713733006,52.928728961235755,1.0,0.0
MN-01,MN,MN-1,43.91,-93.53,REP,Brad Finstad,False,False,likely_rep,-12.7494838639128,3.672719778153187,-7.694914073234404,4.580805031432202,0.04649646521554285,0.9535035347844572,0.0,0.0,0,,,,,,,,-17.109280580115765,,,0.0,1.0,1.0,0.0,-7.7201386416459545,-7.720878041528719,-15.271337400193634,-0.14960647566004534,0.04684,0.95316
MN-02,MN,MN-2,44.55,-93.37,DEM,Angie Craig,True,False,likely_dem,6.674373930627648,3.672719778153187,11.728943721306045,4.580805031432202,0.9947732352917278,0.0052267647082722135,0.0,0.0,0,,,,,,,,13.778561118584491,,,1.0,1.0,1.0,0.0,11.738125628639185,11.731310852052498,4.227866996395063,19.275374382311703,0.99492,0.00508
MN-03,MN,MN-3,45.02,-93.51,DEM,Kelly Morrison,False,False,,16.846663150629066,6.356099432828282,21.901232941307462,6.920614435666604,0.9992236174611924,0.0007763825388076295,0.0,0.0,0,,,,,,,,16.993639135389984,,,0.0,0.0,1.0,0.0,21.903758301906137,21.88191754548793,10.52361435634964,33.37719159655893,0.99928,0.00072
MN-04,MN,MN-4,45.0,-92.99,DEM,Betty McCollum,False,False,,31.924959847258922,6.356099432828282,36.97952963793732,6.920614435666604,0.9999999543874528,4.5612547183715435e-08,0.0,0.0,0,,,,,,,,34.732811719660404,,,0.0,0.0,1.0,0.0,36.94392051314587,36.90451125898855,25.56169504049296,48.3079497430069,1.0,0.0
MN-05,MN,MN-5,44.98,-93.29,DEM,Ilhan Omar,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,50.3494308610656,,,0.0,0.0,1.0,0.0,41.43403543634367,41.453551375006256,30.007519660295927,52.771640869612874,1.0,0.0
MN-06,MN,MN-6,45.3,-93.83,REP,Tom Emmer,False,False,,-18.90438479082903,6.356099432828282,-13.849815000150635,6.920614435666604,0.022683230574385815,0.9773167694256142,0.0,0.0,0,,,,,,,,-25.066417266325423,,,0.0,0.0,1.0,0.0,-13.895086939494494,-13.867547275309342,-25.382251110139116,-2.6192557517657926,0.02142,0.97858
MN-07,MN,MN-7,46.21,-95.68,REP,Michelle Fischbach,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-41.04804948766525,,,0.0,0.0,1.0,0.0,-26.585981974750823,-26.577752550387146,-38.00257574980501,-15.168826927197863,4e-05,0.99996
MN-08,MN,MN-8,47.4,-93.23,REP,Pete Stauber,False,False,,-11.274305042637556,6.356099432828282,-6.219735251959159,6.920614435666604,0.18439934605331532,0.8156006539466847,0.0,0.0,0,,,,,,,,-16.089852856688395,,,0.0,0.0,1.0,0.0,-6.233001849181729,-6.187735995264562,-17.67316354856565,5.0614471402074495,0.18328,0.81672
MO-01,MO,MO-1,38.72,-90.31,DEM,Wesley Bell,False,False,,36.402069885547576,6.356099432828282,41.456639676225976,6.920614435666604,0.9999999989528057,1.0471943312495569e-09,0.0,0.0,0,,,,,,,,61.03532172622644,,,0.0,0.0,1.0,0.0,41.478288685052085,41.48514529911374,30.101637973217997,52.896452552945995,1.0,0.0
MO-02,MO,MO-2,38.53,-90.96,REP,Ann Wagner,False,False,likely_rep,-11.403835054539483,3.672719778153187,-6.349265263861087,4.580805031432202,0.0828644701245218,0.9171355298754782,0.0,0.0,0,,,,,,,,-12.367749699157642,,,0.0,1.0,1.0,0.0,-6.30725194367566,-6.295399230182911,-13.78661804239648,1.2032248391850642,0.08326,0.91674
MO-03,MO,MO-3,38.47,-91.74,REP,Bob Onder,False,False,,-20.48447693472503,6.356099432828282,-15.429907144046634,6.920614435666604,0.012888420241062515,0.9871115797589375,0.0,0.0,0,,,,,,,,-26.92534920032072,,,0.0,0.0,1.0,0.0,-15.45930046189901,-15.421725670697267,-26.892538108336023,-4.092391139621959,0.01204,0.98796
MO-04,MO,MO-4,38.23,-93.47,REP,Mark Alford,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-45.817412625472,,,0.0,0.0,1.0,0.0,-26.544073182078595,-26.51615826356573,-37.9800288817859,-15.104973567420375,4e-05,0.99996
MO-05,MO,MO-5,39.03,-94.46,DEM,Emanuel Cleaver II,False,False,,23.315296026788065,6.356099432828282,28.36986581746646,6.920614435666604,0.999979282391423,2.0717608577025537e-05,0.0,0.0,0,,,,,,,,24.603795460282925,,,0.0,0.0,1.0,0.0,28.43545144883779,28.4359210222715,17.02136145410393,39.856349668693404,1.0,0.0
MO-06,MO,MO-6,39.87,-93.18,REP,Sam Graves,True,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-44.84078763766047,,,1.0,0.0,1.0,0.0,-26.53362524255279,-26.539184858926177,-37.969256581915474,-15.103746677261164,8e-05,0.99992
MO-07,MO,MO-7,36.92,-93.71,REP,Eric Burlison,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-46.2857682710636,,,0.0,0.0,1.0,0.0,-26.573769143012306,-26.55842429806731,-37.93563407775473,-15.3015553593285,2e-05,0.99998
MO-08,MO,MO-8,37.12,-90.92,REP,Jason Smith,False,False,,-31.59793011445242,6.356099432828282,-26.543360323774024,6.920614435666604,6.267873616594422e-05,0.9999373212638341,0.0,0.0,0,,,,,,,,-55.488996784160406,,,0.0,0.0,1.0,0.0,-26.55150903720306,-26.552410534853276,-37.82020884347722,-15.186050275901904,2e-05,0.99998
