as_of_date,approve_avg,approve_sd,poll_rows_cumulative,disapprove_avg,disapprove_sd,net_approval,net_approval_sd,approve_low_90,approve_high_90,disapprove_low_90,disapprove_high_90
2026-03-24,42.3,1.9831964402971112,1,55.7,1.9831964402971112,-13.4,2.134277449912178,39.03764185571125,45.56235814428874,52.437641855711256,58.96235814428875
2026-03-25,40.009555756758864,1.7280617661607274,2,57.251591261550445,1.7280617661607274,-17.679780683984013,1.8238508990964724,37.16689415142447,42.85221736209326,54.408929656216046,60.09425286688485
2026-03-26,42.39248655898589,1.0399123445800484,6,55.48599670009348,1.0399123445800484,-13.083345959193776,1.0593547621263808,40.6818307521517,44.10314236582007,53.7753408932593,57.19665250692766
2026-03-27,42.39248655898589,1.0537161308483292,6,55.48599670009348,1.0537161308483292,-13.083345959193776,1.0729084359999417,40.659123523740384,44.12584959423139,53.75263366484798,57.21935973533898
2026-03-28,42.39248655898589,1.0673414094890037,6,55.48599670009348,1.0673414094890037,-13.083345959193776,1.0862930138962694,40.63670994037648,44.1482631775953,53.73022008148407,57.24177331870289
2026-03-29,42.4859548754806,0.9941821838835264,7,55.25737030189794,0.9941821838835264,-12.753389243283369,1.00869414578079,40.8505251829922,44.121384567969,53.62194060940954,56.89279999438634
2026-03-30,40.9315224297835,0.8704987336692285,10,56.39208610667215,0.8704987336692285,-15.504050749041154,0.8796467724894597,39.49955201289762,42.36349284666938,54.96011568978626,57.82405652355803
2026-03-31,40.9315224297835,0.8869430902373221,10,56.39208610667215,0.8869430902373221,-15.504050749041154,0.8959232357468597,39.47250104634311,42.39054381322389,54.93306472323175,57.85110749011254
2026-04-01,39.5,0.9030880606672476,10,56.9,0.9030880606672476,-17.4,0.9119092303245556,38.014420140202375,40.985579859797625,55.41442014020237,58.38557985979762
