as_of_date,gop_control_prob,dem_control_prob,tied_chamber_prob,expected_gop_seats,median_gop_seats,gop_seat_q05,gop_seat_q25,gop_seat_q75,gop_seat_q95,expected_dem_seats,national_mean_margin_dem,generic_ballot_margin_dem,trump_approve_pct,trump_disapprove_pct,trump_net_approval,visible_general_poll_rows,visible_primary_poll_rows,states_with_general_polls,states_with_primary_polls,days_to_election
2025-06-02,0.9015,0.0985,0.09666666666666666,52.483333333333334,53.0,49.0,51.0,54.0,56.0,47.516666666666666,2.999886774647739,2.9060769612013013,39.5,56.9,-17.4,9,0,3,0,519
2025-06-03,0.8923333333333333,0.10766666666666666,0.09166666666666666,52.45783333333333,52.0,49.0,51.0,54.0,56.0,47.54216666666667,3.0022924849501704,2.9060769612013013,39.5,56.9,-17.4,9,0,3,0,518
2025-06-04,0.8936666666666667,0.10633333333333334,0.08916666666666667,52.46933333333333,53.0,48.0,51.0,54.0,56.0,47.53066666666667,2.5354281282907825,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,517
2025-06-05,0.9,0.1,0.085,52.57983333333333,53.0,49.0,51.0,54.0,56.0,47.42016666666667,2.5354281282907825,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,516
2025-06-06,0.9023333333333333,0.09766666666666667,0.094,52.592166666666664,53.0,49.0,51.0,54.0,56.0,47.407833333333336,2.5354281282907825,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,515
2025-06-07,0.9023333333333333,0.09766666666666667,0.09083333333333334,52.55866666666667,53.0,49.0,51.0,54.0,56.0,47.44133333333333,2.537389127439143,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,514
2025-06-08,0.9031666666666667,0.09683333333333333,0.09016666666666667,52.5265,53.0,49.0,51.0,54.0,56.0,47.4735,2.5401603104013675,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,513
2025-06-09,0.8988333333333334,0.10116666666666667,0.091,52.523666666666664,53.0,48.0,51.0,54.0,56.0,47.476333333333336,2.5429271734593506,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,512
2025-06-10,0.8998333333333334,0.10016666666666667,0.08933333333333333,52.54083333333333,53.0,49.0,51.0,54.0,56.0,47.45916666666667,2.5456897267064567,2.436690020743304,39.5,56.9,-17.4,9,0,3,0,511
2025-06-11,0.9083333333333333,0.09166666666666666,0.09333333333333334,52.586,53.0,49.0,51.0,54.0,56.0,47.414,2.332332571536794,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,510
2025-06-12,0.9051666666666667,0.09483333333333334,0.08533333333333333,52.553333333333335,53.0,49.0,51.0,54.0,56.0,47.446666666666665,2.335262403269099,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,509
2025-06-13,0.907,0.093,0.08583333333333333,52.6215,53.0,49.0,51.0,54.0,56.0,47.3785,2.338187669814874,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,508
2025-06-14,0.9068333333333334,0.09316666666666666,0.084,52.601,53.0,49.0,51.0,54.0,56.0,47.399,2.341108381835842,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,507
2025-06-15,0.9013333333333333,0.09866666666666667,0.08733333333333333,52.56916666666667,53.0,49.0,51.0,54.0,56.0,47.43083333333333,2.344024549960551,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,506
2025-06-16,0.897,0.103,0.0875,52.54833333333333,53.0,48.94999999999999,51.0,54.0,56.0,47.45166666666667,2.3469361847845085,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,505
2025-06-17,0.9088333333333334,0.09116666666666666,0.08683333333333333,52.590333333333334,53.0,49.0,51.0,54.0,56.0,47.409666666666666,2.3498432968703,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,504
2025-06-18,0.9035,0.0965,0.08916666666666667,52.59916666666667,53.0,49.0,51.0,54.0,56.0,47.40083333333333,2.352745896747725,2.2241001837217365,39.5,56.9,-17.4,9,0,3,0,503
2025-06-19,0.9111666666666667,0.08883333333333333,0.086,52.635666666666665,53.0,49.0,51.0,54.0,56.0,47.364333333333335,1.4182489620134524,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,502
2025-06-20,0.9145,0.0855,0.08233333333333333,52.678666666666665,53.0,49.0,51.0,54.0,56.0,47.321333333333335,1.4218804534387253,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,501
2025-06-21,0.9098333333333334,0.09016666666666667,0.07833333333333334,52.70433333333333,53.0,49.0,51.0,54.0,56.0,47.29566666666667,1.4255063035159847,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,500
2025-06-22,0.9068333333333334,0.09316666666666666,0.08383333333333333,52.64266666666666,53.0,49.0,51.0,54.0,56.0,47.35733333333334,1.4291265253803749,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,499
2025-06-23,0.9193333333333333,0.08066666666666666,0.084,52.7665,53.0,49.0,51.0,54.0,56.0,47.2335,1.432741132126292,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,498
2025-06-24,0.9125,0.0875,0.08116666666666666,52.704,53.0,49.0,51.0,54.0,56.0,47.296,1.4363501368075455,1.2690571946114977,39.5,56.9,-17.4,9,0,3,0,497
2025-06-25,0.9153333333333333,0.08466666666666667,0.086,52.676833333333335,53.0,49.0,51.0,54.0,56.0,47.323166666666665,1.5912214821772848,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,496
2025-06-26,0.9091666666666667,0.09083333333333334,0.0825,52.67666666666667,53.0,49.0,51.0,54.0,56.0,47.32333333333333,1.5947146769553886,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,495
2025-06-27,0.9105,0.0895,0.0825,52.67816666666667,53.0,49.0,51.0,54.0,56.0,47.32183333333333,1.5982024511766992,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,494
2025-06-28,0.9125,0.0875,0.08333333333333333,52.68533333333333,53.0,49.0,51.0,54.0,56.0,47.31466666666667,1.6016848174484395,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,493
2025-06-29,0.9113333333333333,0.08866666666666667,0.087,52.666,53.0,49.0,51.0,54.0,56.0,47.334,1.6051617883387672,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,492
2025-06-30,0.9001666666666667,0.09983333333333333,0.07916666666666666,52.62283333333333,53.0,49.0,51.0,54.0,56.0,47.37716666666667,1.6086333763769236,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,491
2025-07-01,0.9153333333333333,0.08466666666666667,0.07983333333333334,52.6975,53.0,49.0,51.0,54.0,56.0,47.3025,1.612099594053387,1.4424463193380976,39.5,56.9,-17.4,9,0,3,0,490
2025-07-02,0.905,0.095,0.07866666666666666,52.66283333333333,53.0,49.0,51.0,54.0,56.0,47.33716666666667,1.531590691774513,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,489
2025-07-03,0.9158333333333334,0.08416666666666667,0.08166666666666667,52.67616666666667,53.0,49.0,51.0,54.0,56.0,47.32383333333333,1.535129619153526,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,488
2025-07-04,0.9141666666666667,0.08583333333333333,0.08333333333333333,52.69883333333333,53.0,49.0,51.0,54.0,57.0,47.30116666666667,1.5386630558928618,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,487
2025-07-05,0.9115,0.0885,0.08716666666666667,52.6785,53.0,49.0,51.0,54.0,56.0,47.3215,1.542191014760692,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,486
2025-07-06,0.9136666666666666,0.08633333333333333,0.08083333333333333,52.7265,53.0,49.0,51.0,54.0,56.0,47.2735,1.5457135084856308,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,485
2025-07-07,0.9115,0.0885,0.0875,52.63433333333333,53.0,49.0,51.0,54.0,56.0,47.36566666666667,1.5492305497568868,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,484
2025-07-08,0.909,0.091,0.08166666666666667,52.6825,53.0,49.0,51.0,54.0,56.0,47.3175,1.5527421512244162,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,483
2025-07-09,0.9145,0.0855,0.08816666666666667,52.69283333333333,53.0,49.0,51.0,54.0,56.0,47.30716666666667,1.5562483254990729,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,482
2025-07-10,0.9123333333333333,0.08766666666666667,0.07516666666666667,52.6765,53.0,49.0,51.0,54.0,56.0,47.3235,1.5597490851527616,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,481
2025-07-11,0.9091666666666667,0.09083333333333334,0.0845,52.656333333333336,53.0,49.0,51.0,54.0,56.0,47.343666666666664,1.5632444427185874,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,480
2025-07-12,0.9181666666666667,0.08183333333333333,0.077,52.74616666666667,53.0,49.0,51.0,54.0,56.0,47.25383333333333,1.5667344106910053,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,479
2025-07-13,0.9133333333333333,0.08666666666666667,0.07766666666666666,52.696,53.0,49.0,51.0,54.0,56.0,47.304,1.5702190015259672,1.380085399597685,39.5,56.9,-17.4,9,0,3,0,478
2025-07-14,0.915,0.085,0.08183333333333333,52.744166666666665,53.0,49.0,51.0,54.0,56.0,47.255833333333335,1.4464871283259222,1.293020338725838,39.5,56.9,-17.4,9,0,3,0,477
2025-07-15,0.919,0.081,0.07883333333333334,52.694,53.0,49.0,51.0,54.0,56.0,47.306,1.4500927770625338,1.293020338725838,39.5,56.9,-17.4,9,0,3,0,476
2025-07-16,0.9128333333333334,0.08716666666666667,0.07983333333333334,52.715666666666664,53.0,49.0,51.0,54.0,56.0,47.284333333333336,0.7900485430433926,0.6428276692390422,39.5,56.9,-17.4,9,0,3,0,475
2025-07-17,0.9148333333333334,0.08516666666666667,0.08433333333333333,52.72516666666667,53.0,49.0,51.0,54.0,56.0,47.27483333333333,1.246835525663751,1.112303179154411,39.5,56.9,-17.4,9,0,3,0,474
2025-07-18,0.9128333333333334,0.08716666666666667,0.08183333333333333,52.67733333333333,53.0,49.0,51.0,54.0,56.0,47.32266666666667,1.979333080441187,1.86514788823122,39.5,56.9,-17.4,9,0,3,0,473
2025-07-19,0.9101666666666667,0.08983333333333333,0.08466666666666667,52.67366666666667,53.0,49.0,51.0,54.0,56.0,47.32633333333333,1.979333080441187,1.86514788823122,39.5,56.9,-17.4,9,0,3,0,472
2025-07-20,0.9068333333333334,0.09316666666666666,0.0845,52.635,53.0,49.0,51.0,54.0,56.0,47.365,2.0796890354121733,1.968291508618067,39.5,56.9,-17.4,9,0,3,0,471
2025-07-21,0.9093333333333333,0.09066666666666667,0.08033333333333334,52.68483333333333,53.0,49.0,51.0,54.0,56.0,47.31516666666667,2.0796890354121733,1.968291508618067,39.5,56.9,-17.4,9,0,3,0,470
2025-07-22,0.9056666666666666,0.09433333333333334,0.08666666666666667,52.548833333333334,53.0,49.0,51.0,54.0,56.0,47.451166666666666,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,469
2025-07-23,0.9111666666666667,0.08883333333333333,0.082,52.600833333333334,53.0,49.0,51.0,54.0,56.0,47.399166666666666,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,468
2025-07-24,0.904,0.096,0.083,52.6235,53.0,49.0,51.0,54.0,56.0,47.3765,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,467
2025-07-25,0.9036666666666666,0.09633333333333334,0.08866666666666667,52.566833333333335,53.0,49.0,51.0,54.0,56.0,47.433166666666665,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,466
2025-07-26,0.9085,0.0915,0.0855,52.611666666666665,53.0,49.0,51.0,54.0,56.0,47.388333333333335,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,465
2025-07-27,0.9131666666666667,0.08683333333333333,0.08416666666666667,52.6165,53.0,49.0,51.0,54.0,56.0,47.3835,2.082301064706958,1.9709760942821517,39.5,56.9,-17.4,9,0,3,0,464
2025-07-28,0.9033333333333333,0.09666666666666666,0.08866666666666667,52.55233333333333,53.0,49.0,51.0,54.0,56.0,47.44766666666667,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,9,0,3,0,463
2025-07-29,0.91,0.09,0.08766666666666667,52.60516666666667,53.0,49.0,51.0,54.0,56.0,47.39483333333333,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,9,0,3,0,462
2025-07-30,0.9081666666666667,0.09183333333333334,0.08916666666666667,52.595666666666666,53.0,49.0,51.0,54.0,56.0,47.404333333333334,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,9,0,3,0,461
2025-07-31,0.8983333333333333,0.10166666666666667,0.08933333333333333,52.47083333333333,52.5,49.0,51.0,54.0,56.0,47.52916666666667,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,10,0,4,0,460
2025-08-01,0.9011666666666667,0.09883333333333333,0.093,52.409333333333336,52.0,49.0,51.0,54.0,56.0,47.590666666666664,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,11,0,4,0,459
2025-08-02,0.8971666666666667,0.10283333333333333,0.09183333333333334,52.44416666666667,52.0,49.0,51.0,54.0,56.0,47.55583333333333,2.4491038480924368,2.347967843872782,39.5,56.9,-17.4,11,0,4,0,458
2025-08-03,0.8953333333333333,0.10466666666666667,0.09266666666666666,52.43183333333333,52.0,49.0,51.0,54.0,56.0,47.56816666666667,2.636818552511499,2.5408968456368184,39.5,56.9,-17.4,11,0,4,0,457
2025-08-04,0.8855,0.1145,0.096,52.35466666666667,52.0,48.0,51.0,54.0,56.0,47.64533333333333,2.965062907009481,2.8782590988708554,39.5,56.9,-17.4,11,0,4,0,456
2025-08-05,0.896,0.104,0.0965,52.3805,52.0,49.0,51.0,54.0,56.0,47.6195,2.965062907009481,2.8782590988708554,39.5,56.9,-17.4,11,0,4,0,455
2025-08-06,0.8991666666666667,0.10083333333333333,0.0995,52.40133333333333,52.0,49.0,51.0,54.0,56.0,47.59866666666667,2.965062907009481,2.8782590988708554,39.5,56.9,-17.4,11,0,4,0,454
2025-08-07,0.8978333333333334,0.10216666666666667,0.09333333333333334,52.443,53.0,49.0,51.0,54.0,56.0,47.557,2.965062907009481,2.8782590988708554,39.5,56.9,-17.4,11,0,4,0,453
2025-08-08,0.8768333333333334,0.12316666666666666,0.097,52.241,52.0,48.0,51.0,54.0,56.0,47.759,2.965062907009481,2.8782590988708554,39.5,56.9,-17.4,12,0,5,0,452
2025-08-09,0.8875,0.1125,0.10633333333333334,52.272666666666666,52.0,48.0,51.0,54.0,56.0,47.727333333333334,2.779473555639489,2.687514487740586,39.5,56.9,-17.4,12,0,5,0,451
2025-08-10,0.8805,0.1195,0.10916666666666666,52.229166666666664,52.0,48.0,51.0,54.0,56.0,47.770833333333336,2.779473555639489,2.687514487740586,39.5,56.9,-17.4,12,0,5,0,450
2025-08-11,0.8763333333333333,0.12366666666666666,0.10116666666666667,52.20883333333333,52.0,48.0,51.0,54.0,56.0,47.79116666666667,2.714901431813668,2.621148693808492,39.5,56.9,-17.4,12,0,5,0,449
2025-08-12,0.877,0.123,0.10116666666666667,52.2185,52.0,48.0,51.0,54.0,56.0,47.7815,2.714901431813668,2.621148693808492,39.5,56.9,-17.4,12,0,5,0,448
2025-08-13,0.8746666666666667,0.12533333333333332,0.09766666666666667,52.227666666666664,52.0,48.0,51.0,54.0,56.0,47.772333333333336,2.7407062647742384,2.647670327684634,39.5,56.9,-17.4,12,0,5,0,447
2025-08-14,0.8853333333333333,0.11466666666666667,0.09983333333333333,52.248,52.0,48.0,51.0,54.0,56.0,47.752,2.7407062647742384,2.647670327684634,39.5,56.9,-17.4,12,0,5,0,446
2025-08-15,0.8818333333333334,0.11816666666666667,0.10233333333333333,52.279833333333336,52.0,48.0,51.0,54.0,56.0,47.720166666666664,2.7407062647742384,2.647670327684634,39.5,56.9,-17.4,12,0,5,0,445
2025-08-16,0.8848333333333334,0.11516666666666667,0.107,52.279833333333336,52.0,48.0,51.0,54.0,56.0,47.720166666666664,2.7407062647742384,2.647670327684634,39.5,56.9,-17.4,12,0,5,0,444
2025-08-17,0.8746666666666667,0.12533333333333332,0.10833333333333334,52.22816666666667,52.0,48.0,51.0,54.0,56.0,47.77183333333333,2.7407062647742384,2.647670327684634,39.5,56.9,-17.4,12,0,5,0,443
2025-08-18,0.8741666666666666,0.12583333333333332,0.11,52.22266666666667,52.0,48.0,51.0,54.0,56.0,47.77733333333333,2.9650185418860677,2.8782135013829024,39.5,56.9,-17.4,12,0,5,0,442
2025-08-19,0.882,0.118,0.10833333333333334,52.24883333333333,52.0,48.0,51.0,54.0,56.0,47.75116666666667,2.9650185418860677,2.8782135013829024,39.5,56.9,-17.4,12,0,5,0,441
2025-08-20,0.8781666666666667,0.12183333333333334,0.1015,52.236666666666665,52.0,48.0,51.0,54.0,56.0,47.763333333333335,2.9650185418860677,2.8782135013829024,39.5,56.9,-17.4,12,0,5,0,440
2025-08-21,0.878,0.122,0.108,52.22966666666667,52.0,48.0,51.0,54.0,56.0,47.77033333333333,2.6375945273541324,2.541694375336192,39.5,56.9,-17.4,12,0,5,0,439
2025-08-22,0.8813333333333333,0.11866666666666667,0.09716666666666667,52.33,52.0,48.0,51.0,54.0,56.0,47.67,2.6375945273541324,2.541694375336192,39.5,56.9,-17.4,13,0,5,0,438
2025-08-23,0.884,0.116,0.0965,52.30616666666667,52.0,48.0,51.0,54.0,56.0,47.69383333333333,2.6375945273541324,2.541694375336192,39.5,56.9,-17.4,13,0,5,0,437
2025-08-24,0.8825,0.1175,0.10133333333333333,52.2505,52.0,48.0,51.0,54.0,56.0,47.7495,2.7415025202395245,2.648488701357289,39.5,56.9,-17.4,13,0,5,0,436
2025-08-25,0.877,0.123,0.10066666666666667,52.228833333333334,52.0,48.0,51.0,54.0,56.0,47.771166666666666,2.684921273228104,2.590335753039996,39.5,56.9,-17.4,13,0,5,0,435
2025-08-26,0.8873333333333333,0.11266666666666666,0.10466666666666667,52.33433333333333,52.0,48.0,51.0,54.0,56.0,47.66566666666667,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,434
2025-08-27,0.8818333333333334,0.11816666666666667,0.102,52.29783333333334,52.0,48.0,51.0,54.0,56.0,47.70216666666666,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,433
2025-08-28,0.8816666666666667,0.11833333333333333,0.10833333333333334,52.25383333333333,52.0,48.0,51.0,54.0,56.0,47.74616666666667,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,432
2025-08-29,0.8791666666666667,0.12083333333333333,0.09883333333333333,52.2885,52.0,48.0,51.0,54.0,56.0,47.7115,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,431
2025-08-30,0.8898333333333334,0.11016666666666666,0.1,52.3505,52.0,48.94999999999999,51.0,54.0,56.0,47.6495,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,430
2025-08-31,0.891,0.109,0.099,52.31183333333333,52.0,48.0,51.0,54.0,56.0,47.68816666666667,2.5168552572148,2.417601236581878,39.5,56.9,-17.4,13,0,5,0,429
2025-09-01,0.885,0.115,0.10833333333333334,52.30283333333333,52.0,48.0,51.0,54.0,56.0,47.69716666666667,2.6307864629574422,2.534697198039593,39.5,56.9,-17.4,13,0,5,0,428
2025-09-02,0.8826666666666667,0.11733333333333333,0.1035,52.25066666666667,52.0,48.0,51.0,54.0,56.0,47.74933333333333,2.86552366055117,2.7759548733442574,39.5,56.9,-17.4,13,0,5,0,427
2025-09-03,0.8831666666666667,0.11683333333333333,0.10116666666666667,52.25816666666667,52.0,48.0,51.0,54.0,56.0,47.74183333333333,2.88417686736232,2.7951262247890507,39.5,56.9,-17.4,13,0,5,0,426
2025-09-04,0.8711666666666666,0.12883333333333333,0.101,52.221,52.0,48.0,51.0,54.0,56.0,47.779,2.88417686736232,2.7951262247890507,39.5,56.9,-17.4,13,0,5,0,425
2025-09-05,0.8591666666666666,0.14083333333333334,0.1095,52.0215,52.0,48.0,50.0,54.0,56.0,47.9785,2.88417686736232,2.7951262247890507,39.5,56.9,-17.4,14,2,6,1,424
2025-09-06,0.871,0.129,0.11233333333333333,52.086,52.0,48.0,51.0,54.0,56.0,47.914,2.88417686736232,2.7951262247890507,39.5,56.9,-17.4,14,2,6,1,423
2025-09-07,0.868,0.132,0.10916666666666666,52.038666666666664,52.0,48.0,51.0,54.0,56.0,47.961333333333336,3.020669367241528,2.9354101829982366,39.5,56.9,-17.4,14,2,6,1,422
2025-09-08,0.8656666666666667,0.13433333333333333,0.11083333333333334,52.059,52.0,48.0,51.0,54.0,56.0,47.941,3.1064693810096253,3.0235935304821147,39.5,56.9,-17.4,14,2,6,1,421
2025-09-09,0.8603333333333333,0.13966666666666666,0.11783333333333333,51.962,52.0,48.0,50.0,54.0,56.0,48.038,3.1064693810096253,3.0235935304821147,39.5,56.9,-17.4,14,2,6,1,420
2025-09-10,0.8675,0.1325,0.11666666666666667,52.00083333333333,52.0,48.0,51.0,54.0,56.0,47.99916666666667,3.1064693810096253,3.0235935304821147,39.5,56.9,-17.4,14,2,6,1,419
2025-09-11,0.8693333333333333,0.13066666666666665,0.1145,51.9965,52.0,48.0,51.0,53.0,56.0,48.0035,3.1064693810096253,3.0235935304821147,39.5,56.9,-17.4,14,2,6,1,418
2025-09-12,0.8693333333333333,0.13066666666666665,0.125,52.016666666666666,52.0,48.0,50.0,54.0,56.0,47.983333333333334,3.1064693810096253,3.0235935304821147,39.5,56.9,-17.4,14,2,6,1,417
2025-09-13,0.8741666666666666,0.12583333333333332,0.10916666666666666,52.05283333333333,52.0,48.0,51.0,54.0,56.0,47.94716666666667,2.998769465026668,2.912901950166298,39.5,56.9,-17.4,14,2,6,1,416
2025-09-14,0.871,0.129,0.11733333333333333,52.051833333333335,52.0,48.0,51.0,54.0,56.0,47.948166666666665,2.998769465026668,2.912901950166298,39.5,56.9,-17.4,14,2,6,1,415
2025-09-15,0.87,0.13,0.10266666666666667,52.151833333333336,52.0,48.0,51.0,54.0,56.0,47.848166666666664,2.923817576665072,2.8358680649057675,39.5,56.9,-17.4,19,5,6,1,414
2025-09-16,0.8816666666666667,0.11833333333333333,0.1115,52.214666666666666,52.0,48.0,51.0,54.0,56.0,47.785333333333334,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,19,5,6,1,413
2025-09-17,0.8695,0.1305,0.1095,52.118833333333335,52.0,48.0,51.0,54.0,56.0,47.881166666666665,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,19,5,6,1,412
2025-09-18,0.8656666666666667,0.13433333333333333,0.10516666666666667,52.125,52.0,48.0,51.0,54.0,56.0,47.875,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,20,5,6,1,411
2025-09-19,0.8778333333333334,0.12216666666666667,0.11533333333333333,52.154833333333336,52.0,48.0,51.0,54.0,56.0,47.845166666666664,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,20,5,6,1,410
2025-09-20,0.8785,0.1215,0.105,52.1915,52.0,48.0,51.0,54.0,56.0,47.8085,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,20,5,6,1,409
2025-09-21,0.8718333333333333,0.12816666666666668,0.10916666666666666,52.145,52.0,48.0,51.0,54.0,56.0,47.855,3.243662389389802,3.1645974557617405,39.5,56.9,-17.4,20,5,6,1,408
2025-09-22,0.8701666666666666,0.12983333333333333,0.1095,52.12283333333333,52.0,48.0,51.0,54.0,56.0,47.87716666666667,3.2291190248135018,3.149650108836099,39.5,56.9,-17.4,20,5,6,1,407
2025-09-23,0.8761666666666666,0.12383333333333334,0.10483333333333333,52.14683333333333,52.0,48.0,51.0,54.0,56.0,47.85316666666667,3.2291190248135018,3.149650108836099,39.5,56.9,-17.4,20,5,6,1,406
2025-09-24,0.8838333333333334,0.11616666666666667,0.10016666666666667,52.242333333333335,52.0,48.0,51.0,54.0,56.0,47.757666666666665,2.7945660056739587,2.703026172498235,39.5,56.9,-17.4,20,5,6,1,405
2025-09-25,0.8796666666666667,0.12033333333333333,0.1035,52.226166666666664,52.0,48.0,51.0,54.0,56.0,47.773833333333336,2.7945660056739587,2.703026172498235,39.5,56.9,-17.4,20,5,6,1,404
2025-09-26,0.8856666666666667,0.11433333333333333,0.1055,52.2575,52.0,48.0,51.0,54.0,56.0,47.7425,2.7945660056739587,2.703026172498235,39.5,56.9,-17.4,20,5,6,1,403
2025-09-27,0.8831666666666667,0.11683333333333333,0.10483333333333333,52.190333333333335,52.0,48.0,51.0,54.0,56.0,47.809666666666665,2.7369920903656504,2.643852981764696,39.5,56.9,-17.4,20,5,6,1,402
2025-09-28,0.8763333333333333,0.12366666666666666,0.10566666666666667,52.18716666666667,52.0,48.0,51.0,54.0,56.0,47.81283333333333,2.7369920903656504,2.643852981764696,39.5,56.9,-17.4,20,5,6,1,401
2025-09-29,0.8805,0.1195,0.11466666666666667,52.1945,52.0,48.0,51.0,54.0,56.0,47.8055,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,22,8,6,1,400
2025-09-30,0.856,0.144,0.1075,52.04383333333333,52.0,48.0,50.0,54.0,56.0,47.95616666666667,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,24,8,7,1,399
2025-10-01,0.863,0.137,0.11466666666666667,52.0635,52.0,48.0,50.0,54.0,56.0,47.9365,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,24,8,7,1,398
2025-10-02,0.8665,0.1335,0.119,52.032833333333336,52.0,48.0,50.0,54.0,56.0,47.967166666666664,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,24,8,7,1,397
2025-10-03,0.855,0.145,0.10616666666666667,52.03616666666667,52.0,48.0,50.0,54.0,56.0,47.96383333333333,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,24,8,7,1,396
2025-10-04,0.8571666666666666,0.14283333333333334,0.11616666666666667,51.99616666666667,52.0,48.0,50.0,54.0,56.0,48.00383333333333,2.8556921342078665,2.7658502490469736,39.5,56.9,-17.4,24,8,7,1,395
2025-10-05,0.8615,0.1385,0.11616666666666667,52.02,52.0,48.0,50.0,54.0,56.0,47.98,2.883651300181713,2.794586058520094,39.5,56.9,-17.4,24,8,7,1,394
2025-10-06,0.8615,0.1385,0.11733333333333333,52.001,52.0,48.0,50.0,54.0,56.0,47.999,3.070111347530282,2.986225551628346,39.5,56.9,-17.4,24,8,7,1,393
2025-10-07,0.8605,0.1395,0.11466666666666667,52.009166666666665,52.0,48.0,50.0,54.0,56.0,47.990833333333335,3.070111347530282,2.986225551628346,39.5,56.9,-17.4,24,8,7,1,392
2025-10-08,0.8615,0.1385,0.12766666666666668,52.012166666666666,52.0,48.0,50.0,54.0,56.0,47.987833333333334,2.8452895336409663,2.7551586873532155,39.5,56.9,-17.4,24,8,7,1,391
2025-10-09,0.8548333333333333,0.14516666666666667,0.11333333333333333,51.98833333333334,52.0,48.0,50.0,54.0,56.0,48.01166666666666,2.8452895336409663,2.7551586873532155,39.5,56.9,-17.4,26,8,7,1,390
2025-10-10,0.8678333333333333,0.13216666666666665,0.11583333333333333,52.076166666666666,52.0,48.0,51.0,54.0,56.0,47.923833333333334,2.8452895336409663,2.7551586873532155,39.5,56.9,-17.4,26,8,7,1,389
2025-10-11,0.8595,0.1405,0.112,51.9925,52.0,48.0,50.0,54.0,56.0,48.0075,2.8452895336409663,2.7551586873532155,39.5,56.9,-17.4,26,8,7,1,388
2025-10-12,0.8678333333333333,0.13216666666666665,0.11166666666666666,52.075,52.0,48.0,51.0,54.0,56.0,47.925,2.774693700398525,2.6826018587429283,39.5,56.9,-17.4,26,8,7,1,387
